customer_id,first_name,last_name,email,address_id,active
68,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,72,0
69,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,1
70,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,1
71,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,75,1
72,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,1
73,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,1
74,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,1
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,1
76,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,1
77,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,1
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,1
79,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,1
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,1
81,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,1
82,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,1
83,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,1
84,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,1
85,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,1
86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,1
87,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,1
88,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,1
89,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,1
90,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,1
91,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,1
92,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,1
93,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,1
94,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,0
95,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,0
96,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,1
97,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,1
98,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,1
99,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,1
100,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,1
101,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,1
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,1
103,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,1
104,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,1
105,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,0
106,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,0
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,1
108,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,1
109,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,1
110,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,1
111,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,1
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,0
113,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,1
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,1
115,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,1
116,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,1
117,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,1
118,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,1
120,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,0
121,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,1
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,1
123,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,1
124,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,1
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,1
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,1
127,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,0
128,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,0
129,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,1
130,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,1
131,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,0
132,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,1
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,1
134,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,0
135,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,0
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,1
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,0
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,1
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,1
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,1
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,1
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,1
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,1
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,1
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,1
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,0
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,1
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,0
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,1
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,1
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,1
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,1
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,1
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,1
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,1
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,1
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,1
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,1
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,1
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,0
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,1
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,1
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,1
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,1
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,1
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,1
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,1
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,1
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,1
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,1
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,1
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,1
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,1
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,1
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,1
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,0
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,1
179,DANA,HART,DANA.HART@sakilacustomer.org,183,1
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,1
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,0
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,0
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,1
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,1
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,1
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,1
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,0
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,1
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,1
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,194,1
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,1
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,1
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,1
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,1
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,1
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,1
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,201,1
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,202,1
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,203,1
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,1
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,0
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,206,1
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,207,0
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,1
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,209,1
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,1
207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,0
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,212,1
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,213,1
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,214,1
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,1
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,216,1
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,1
214,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,1
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,219,1
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,220,0
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,221,1
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,1
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,223,1
220,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,224,0
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,1
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,226,1
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,227,1
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,228,0
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,229,1
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,230,0
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,231,1
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,232,1
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,233,1
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,234,1
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,235,1
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,236,1
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,237,1
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,238,1
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,239,0
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,0
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,1
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,242,0
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,243,1
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,244,1
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,245,1
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,246,1
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,247,1
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,248,1
245,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,249,1
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,1
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,251,1
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,1
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,253,1
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,254,0
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,255,1
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,256,1
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,1
254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,259,1
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,260,1
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,261,1
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,1
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,1
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,1
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,266,1
262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,267,1
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,268,1
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,0
265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,270,1
266,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,271,1
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,0
268,NINA,SOTO,NINA.SOTO@sakilacustomer.org,273,1
269,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,274,0
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,275,0
271,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,276,1
272,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,277,1
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,278,1
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,1
275,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,280,0
276,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,281,1
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,282,1
278,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,283,1
279,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,284,1
280,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,285,1
281,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,286,1
282,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,287,1
283,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,288,1
284,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,289,0
285,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,290,1
286,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,291,1
287,BECKY,MILES,BECKY.MILES@sakilacustomer.org,292,1
288,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,293,1
289,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,294,1
290,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,295,1
291,TONI,HOLT,TONI.HOLT@sakilacustomer.org,296,0
292,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,297,1
293,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,298,1
294,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,299,1
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,1
296,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,301,1
297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,1
298,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,303,1
299,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,304,1
300,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,1
301,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,306,1
302,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,1
303,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,308,1
304,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,309,1
305,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,310,0
306,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,0
307,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,312,1
308,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,313,1
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,1
310,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,315,1
311,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,316,1
312,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,317,0
313,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,318,1
314,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,319,1
315,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,320,1
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,0
317,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,322,1
318,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,323,1
319,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,324,0
320,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,325,0
321,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,326,1
322,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,1
323,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,328,1
324,GARY,COY,GARY.COY@sakilacustomer.org,329,1
325,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,330,1
326,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,331,0
327,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,332,1
328,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,333,0
329,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,1
330,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,335,1
331,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,0
332,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,1
333,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,338,1
334,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,1
335,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,1
336,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,1
337,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,1
338,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,343,1
339,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,0
340,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,1
341,PETER,MENARD,PETER.MENARD@sakilacustomer.org,346,1
342,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,1
343,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,1
344,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,349,1
345,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,1
346,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,1
347,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,352,0
348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,1
349,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,354,0
350,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,0
351,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,1
352,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,357,1
